name,zone,star,rating,rates,room,size,price,bed,guests,address,link
Welcome Inn,Pasadena,2.0,3.0,4,Single Queen,150,100,1 queen bed,2,Colorado Blvd.,https://www.expedia.com/Pasadena-Hotels-Welcome-Inn.h17939818.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=100.32&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Welcome Inn,Pasadena,2.0,3.0,4,Single King,175,110,1 king bed,2,Colorado Blvd.,https://www.expedia.com/Pasadena-Hotels-Welcome-Inn.h17939818.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=100.32&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Welcome Inn,Pasadena,2.0,3.0,4,Double Queen,175,150,2 queen beds,4,Colorado Blvd.,https://www.expedia.com/Pasadena-Hotels-Welcome-Inn.h17939818.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=100.32&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025","Premier Double Room, 2 Double Beds",355,310,2 full beds,4,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025","Skyline, Room, 1 King Bed, View",355,330,1 king bed,3,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025","Skyline, Room, 2 Double Beds, View",355,330,2 full beds,4,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025",Spa Suite with One King Bed,721,390,1 king bed,5,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025","Skyline, Suite, 1 King Bed, View",721,410,1 king bed,5,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
Kimpton Hotel Palomar Los Angeles Beverly Hills,Bel Air - Westwood,4.0,4.4,"2,025",Presidential Suite,1044,"1,290",1 king and 1 sofa bed,4,Wilshire Blvd,https://www.expedia.com/Bel-Air-Westwood-Hotels-Kimpton-Hotel-Palomar-Los-Angeles-Beverly-Hills.h1115.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=310&exp_ts=1492654042282&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Room, 1 King Bed, Accessible",390,209,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Room, 1 King Bed, Accessible",390,279,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Double Room, 2 Double Beds",390,209,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Double Room, 2 Double Beds",390,279,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Junior Suite, 1 King Bed",700,284,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,"Junior Suite, 1 King Bed",700,379,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=209.38&exp_ts=1492654042283&exp_curr=USD&exp_pg=HSR
Luxe City Center Hotel,Downtown Los Angeles,4.0,4.2,786,"Superior Room, 1 King Bed",315,251,1 king bed,2,S Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Luxe-City-Center-Hotel.h3952.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=251.38&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Luxe City Center Hotel,Downtown Los Angeles,4.0,4.2,786,"Superior Room, 2 Double Beds, Accessible",312,251,2 double beds,4,S Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Luxe-City-Center-Hotel.h3952.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=251.38&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Luxe City Center Hotel,Downtown Los Angeles,4.0,4.2,786,"Superior Room, 2 Double Beds",312,251,2 double beds,4,S Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Luxe-City-Center-Hotel.h3952.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=251.38&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Luxe City Center Hotel,Downtown Los Angeles,4.0,4.2,786,"Deluxe Room, 2 Double Beds",395,260,2 double beds,4,S Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Luxe-City-Center-Hotel.h3952.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=251.38&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Best Western Plus Suites Hotel,Los Angeles Intl. (LAX),2.5,4.0,"1,230","Standard Room, 1 King Bed, Accessible, Bathtub",350,159,1 king bed,2,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Best-Western-Plus-Suites-Hotel.h7599.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=150&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,Hearing Accessible Deluxe Room King Bed,450,271,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,Deluxe Room With King Bed,450,271,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Deluxe Room, 2 Double Beds",450,288,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,Hearing Accessible Deluxe Room Double Beds,450,288,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Deluxe Room, 1 King Bed (with Waterfall view)",450,297,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Studio Suite, 1 King Bed",644,424,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Studio Suite, 1 King Bed, Corner",644,509,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Suite, 1 King Bed (Malibu)",850,594,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Suite, Corner (Malibu - Hearing Accessible)",850,679,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Suite, 1 Bedroom, Corner (Malibu)",855,679,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,"Suite, 1 Bedroom, Corner (Westlake)",1025,888,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=271.15&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Extended Stay America - Los Angeles - Glendale,Pasadena,2.5,3.5,411,"Studio, 1 Queen Bed, Non Smoking",300,140,1 queen bed,2,West Glenoaks Blvd,https://www.expedia.com/Pasadena-Hotels-Extended-Stay-America-Los-Angeles-Glendale.h280537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=139.99&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Extended Stay America - Los Angeles - Glendale,Pasadena,2.5,3.5,411,"Studio, 1 King Bed, Non Smoking",300,145,1 king bed,2,West Glenoaks Blvd,https://www.expedia.com/Pasadena-Hotels-Extended-Stay-America-Los-Angeles-Glendale.h280537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=139.99&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Extended Stay America - Los Angeles - Glendale,Pasadena,2.5,3.5,411,"Deluxe Studio, 1 King Bed with Sofa bed, Non Smoking",300,160,1 king and 1 sofa bed,4,West Glenoaks Blvd,https://www.expedia.com/Pasadena-Hotels-Extended-Stay-America-Los-Angeles-Glendale.h280537.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=139.99&exp_ts=1492654042284&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Standard Single Room, 1 Queen Bed",230,86,1 queen bed,2,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Standard Single Room, 1 King Bed",260,95,1 king bed,2,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Standard Single Room, 1 King Bed, Smoking",260,95,1 king bed,2,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Standard Single Room, 2 Queen Beds",300,105,2 queen beds,4,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Standard Single Room, 2 Queen Beds, Smoking",300,105,2 queen beds,4,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Diamond Bell Inn & Suites,Bell,2.0,4.3,92,"Luxury Suite, 1 King Bed, Jetted Tub",300,123,1 king bed,2,Florence Ave,https://www.expedia.com/Bell-Hotels-Diamond-Bell-Inn-Suites.h16475496.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=85.5&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Motel 6 Norwalk,Norwalk,2.0,3.2,274,"Standard Room, 1 King Bed, Non Smoking, Refrigerator & Microwave",200,77,1 king bed,2,Imperial Hwy,https://www.expedia.com/Norwalk-Hotels-Motel-6-Norwalk.h1685564.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=77.27&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Motel 6 Norwalk,Norwalk,2.0,3.2,274,"Standard Room, 1 King Bed, Smoking, Refrigerator & Microwave",200,77,1 king bed,2,Imperial Hwy,https://www.expedia.com/Norwalk-Hotels-Motel-6-Norwalk.h1685564.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=77.27&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Motel 6 Norwalk,Norwalk,2.0,3.2,274,"Standard Room, 2 Queen Beds, Non Smoking, Refrigerator & Microwave",200,87,2 queen beds,4,Imperial Hwy,https://www.expedia.com/Norwalk-Hotels-Motel-6-Norwalk.h1685564.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=77.27&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Avenue Hotel,Downtown Los Angeles,2.5,3.1,855,"Comfort Room, 1 King Bed, Refrigerator & Microwave",325,110,1 king bed,2,N Vermont Ave,https://www.expedia.com/Los-Angeles-Hotels-Avenue-Hotel.h15985.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=110.49&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Avenue Hotel,Downtown Los Angeles,2.5,3.1,855,"Quadruple Room, 2 Queen Beds",325,119,2 queen beds,4,N Vermont Ave,https://www.expedia.com/Los-Angeles-Hotels-Avenue-Hotel.h15985.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=110.49&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
Extended Stay America Los Angeles - Long Beach Airport,Long Beach,2.5,3.2,666,"Studio, 1 Queen Bed, Non Smoking",301,135,1 queen bed,2,E Willow St,https://www.expedia.com/Long-Beach-Hotels-Extended-Stay-America-Los-Angeles-Long-Beach-Airport.h79482.Hotel-Information?chkin=4%2F20%2F2017&chkout=4%2F21%2F2017&rm1=a2&regionId=0&hwrqCacheKey=c53cba2e-b324-477b-a3c9-4c3c4998c07bHWRQ1492654040515&vip=false&c=610512c7-066a-4d39-b313-1f37509f9ca0&&exp_dp=134.99&exp_ts=1492654042285&exp_curr=USD&exp_pg=HSR
