name,zone,star,rating,rates,checkin,checkout,room,size,price,bed,guests,address,link
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Premier Room, 2 Double Beds",402,439,2 double beds,4,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Premier Room, 1 King Bed",402,389,1 king bed,2,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Premier Room, 1 King Bed",402,439,1 king bed,2,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Studio Suite, 1 King Bed",500,509,1 king bed,3,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,"Studio Suite, 1 King Bed",500,559,1 king bed,3,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,Suite,1150,"2,500",1 king bed,3,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",Beverly Hills - West Hollywood,5.0,4.3,541,04/21/2017,04/22/2017,Suite,1150,"2,500",1 king bed,3,S La Cienega Blvd,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-SLS-Hotel.h11751.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=389&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express North,Los Angeles,2.0,2.8,602,04/21/2017,04/22/2017,"Standard Room, 1 King Bed",350,200,1 king bed,2,Hollywood Blvd.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-North.h1180296.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=200&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
Hollywood Inn Express North,Los Angeles,2.0,2.8,602,04/21/2017,04/22/2017,"Standard Double Room, 2 Double Beds",400,250,2 double beds,4,Hollywood Blvd.,https://www.expedia.com/Los-Angeles-Hotels-Hollywood-Inn-Express-North.h1180296.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=200&exp_ts=1492706594857&exp_curr=USD&exp_pg=HSR
Hotel Bel-Air,Bel Air - Westwood,5.0,4.8,176,04/21/2017,04/22/2017,Bel-Air Suite,690,"1,395",1 king bed,4,Stone Canyon Road,https://www.expedia.com/Bel-Air-Westwood-Hotels-Hotel-Bel-Air.h34504.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=1395&exp_ts=1492706594859&exp_curr=USD&exp_pg=HSR
Sunset Marquis,Beverly Hills - West Hollywood,4.5,4.5,324,04/21/2017,04/22/2017,"Superior Suite, 1 King Bed",575,415,1 king bed,3,Alta Loma Road,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Sunset-Marquis.h577893.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=345&exp_ts=1492706594860&exp_curr=USD&exp_pg=HSR
Sunset Marquis,Beverly Hills - West Hollywood,4.5,4.5,324,04/21/2017,04/22/2017,"Deluxe Suite, 1 King Bed",575,425,1 king bed,3,Alta Loma Road,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Sunset-Marquis.h577893.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=345&exp_ts=1492706594860&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott Los Angeles Burbank Airport,Burbank,3.0,4.4,637,04/21/2017,04/22/2017,"Room, 1 King Bed with Sofa bed",332,179,1 king and 1 sofa bed,3,W Empire Ave,https://www.expedia.com/Burbank-Hotels-Courtyard-By-Marriott-Los-Angeles-Burbank-Airport.h894432.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.01&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott Los Angeles Burbank Airport,Burbank,3.0,4.4,637,04/21/2017,04/22/2017,"Room, 1 King Bed with Sofa bed",332,194,1 king and 1 sofa bed,3,W Empire Ave,https://www.expedia.com/Burbank-Hotels-Courtyard-By-Marriott-Los-Angeles-Burbank-Airport.h894432.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=179.01&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Smoking",275,139,1 king bed,2,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Standard Room, 1 King Bed",275,139,1 king bed,2,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds",275,159,2 queen beds,4,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds, Smoking",275,159,2 queen beds,4,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Suite, Non Smoking",275,189,1 king and 1 sofa bed,4,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Suite, Non Smoking",275,189,1 king and 1 queen bed,4,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Howard Johnson Inn and Suites,San Fernando,2.0,3.9,"1,138",04/21/2017,04/22/2017,"Upgraded, Standard Room, 1 King Bed",275,259,1 king bed,5,Reseda Blvd,https://www.expedia.com/San-Fernando-Hotels-Howard-Johnson-Inn-And-Suites.h424557.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=139&exp_ts=1492706594863&exp_curr=USD&exp_pg=HSR
Tuscan Garden Inn,Downtown Los Angeles,2.5,3.1,62,04/21/2017,04/22/2017,"Quadruple Room, 2 Queen Beds",256,115,2 queen beds,4,W Olympic Ave,https://www.expedia.com/Los-Angeles-Hotels-Tuscan-Garden-Inn.h15570186.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=115&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Embassy Suites Los Angeles - Glendale,Pasadena,3.5,4.3,999,04/21/2017,04/22/2017,King bed smoking,380,209,1 king bed or 1 sofa bed,4,N Central Ave,https://www.expedia.com/Pasadena-Hotels-Embassy-Suites-Los-Angeles-Glendale.h1889069.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=219&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Embassy Suites Los Angeles - Glendale,Pasadena,3.5,4.3,999,04/21/2017,04/22/2017,Two Double Beds Non-Smoking,380,219,2 double beds,4,N Central Ave,https://www.expedia.com/Pasadena-Hotels-Embassy-Suites-Los-Angeles-Glendale.h1889069.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=219&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Embassy Suites Los Angeles - Glendale,Pasadena,3.5,4.3,999,04/21/2017,04/22/2017,"One King Bed, Mountain View, Non-Smoking",380,229,1 king bed,4,N Central Ave,https://www.expedia.com/Pasadena-Hotels-Embassy-Suites-Los-Angeles-Glendale.h1889069.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=219&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Embassy Suites Los Angeles - Glendale,Pasadena,3.5,4.3,999,04/21/2017,04/22/2017,King bed custom,680,489,1 king bed or 1 sofa bed,4,N Central Ave,https://www.expedia.com/Pasadena-Hotels-Embassy-Suites-Los-Angeles-Glendale.h1889069.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=219&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Embassy Suites Los Angeles - Glendale,Pasadena,3.5,4.3,999,04/21/2017,04/22/2017,"Suite, 1 King Bed, Corner",680,489,1 king bed,4,N Central Ave,https://www.expedia.com/Pasadena-Hotels-Embassy-Suites-Los-Angeles-Glendale.h1889069.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=219&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Tripbz Avalo Suites,Downtown Los Angeles,3.5,3.3,45,04/21/2017,04/22/2017,Luxury 1-Bedroom Suite 3 (with air mattress on request),753,569,1 queen bed,4,South Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Tripbz-Avalo-Suites.h12462298.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=569&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Tripbz Avalo Suites,Downtown Los Angeles,3.5,3.3,45,04/21/2017,04/22/2017,Luxury 2bd room DTLA Convention 22,850,699,3 beds,6,South Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Tripbz-Avalo-Suites.h12462298.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=569&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Tripbz Avalo Suites,Downtown Los Angeles,3.5,3.3,45,04/21/2017,04/22/2017,"Luxury Apartment, Multiple Beds, City View",850,699,3 beds,6,South Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Tripbz-Avalo-Suites.h12462298.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=569&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Vagabond Inn Hacienda Heights,Hacienda Heights,2.5,2.7,57,04/21/2017,04/22/2017,"Standard Room, 1 King Bed",210,89,1 king bed,2,S Hacienda Blvd,https://www.expedia.com/Hacienda-Heights-Hotels-Vagabond-Inn-Hacienda-Heights.h13518721.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=89&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Hyatt Regency Westlake,Westlake Village,3.5,4.1,629,04/21/2017,04/22/2017,"Standard Room, 1 King Bed",350,159,1 king bed,3,S Westlake Blvd,https://www.expedia.com/Westlake-Village-Hotels-Hyatt-Regency-Westlake.h11888.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=159&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Hyatt Regency Westlake,Westlake Village,3.5,4.1,629,04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds",350,179,2 queen beds,5,S Westlake Blvd,https://www.expedia.com/Westlake-Village-Hotels-Hyatt-Regency-Westlake.h11888.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=159&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Hyatt Regency Westlake,Westlake Village,3.5,4.1,629,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Balcony",350,179,1 king bed,3,S Westlake Blvd,https://www.expedia.com/Westlake-Village-Hotels-Hyatt-Regency-Westlake.h11888.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=159&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Hyatt Regency Westlake,Westlake Village,3.5,4.1,629,04/21/2017,04/22/2017,"Room, 1 King Bed",350,179,1 king bed,3,S Westlake Blvd,https://www.expedia.com/Westlake-Village-Hotels-Hyatt-Regency-Westlake.h11888.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=159&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Hyatt Regency Westlake,Westlake Village,3.5,4.1,629,04/21/2017,04/22/2017,"Room, 2 Queen Beds",350,199,2 queen beds,5,S Westlake Blvd,https://www.expedia.com/Westlake-Village-Hotels-Hyatt-Regency-Westlake.h11888.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=159&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Rodeway Inn & Suites LAX,Los Angeles Intl. (LAX),2.0,3.1,535,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Smoking",301,104,1 king bed,2,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Rodeway-Inn-Suites-LAX.h920.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=104&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Rodeway Inn & Suites LAX,Los Angeles Intl. (LAX),2.0,3.1,535,04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds, Smoking",301,109,2 queen beds,4,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Rodeway-Inn-Suites-LAX.h920.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=104&exp_ts=1492706594864&exp_curr=USD&exp_pg=HSR
Lido Hotel,Huntington Park,2.0,2.4,137,04/21/2017,04/22/2017,"Standard Double Room, 1 Double Bed",144,66,1 double bed,2,Santa Fe Ave,https://www.expedia.com/Huntington-Park-Hotels-Lido-Hotel.h10519609.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=66&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
Lido Hotel,Huntington Park,2.0,2.4,137,04/21/2017,04/22/2017,"Standard Double Room, 2 Double Beds",164,83,2 double beds,4,Santa Fe Ave,https://www.expedia.com/Huntington-Park-Hotels-Lido-Hotel.h10519609.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=66&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
Royal Century Hotel,Los Angeles Intl. (LAX),2.0,2.3,"1,014",04/21/2017,04/22/2017,Double Deluxe Queen,300,75,2 queen beds,4,W. Century Blvd.,https://www.expedia.com/Los-Angeles-Intl-Hotels-Royal-Century-Hotel.h2139525.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=75&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
Travelodge Ontario,Ontario,1.5,2.2,171,04/21/2017,04/22/2017,"Room, 1 King Bed, Non Smoking",500,76,1 king bed,2,N Grove Avenue,https://www.expedia.com/Ontario-Hotels-Travelodge-Ontario.h1784066.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=76.06&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
Travelodge Ontario,Ontario,1.5,2.2,171,04/21/2017,04/22/2017,"Room, 1 King Bed, Smoking",500,76,1 king bed,2,N Grove Avenue,https://www.expedia.com/Ontario-Hotels-Travelodge-Ontario.h1784066.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=76.06&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
Travelodge Ontario,Ontario,1.5,2.2,171,04/21/2017,04/22/2017,"Room, 2 Double Beds, Non Smoking",500,87,2 full beds,5,N Grove Avenue,https://www.expedia.com/Ontario-Hotels-Travelodge-Ontario.h1784066.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706586714&vip=false&c=73bbafca-ebb8-4cb4-988d-710e2ae1e4bc&&exp_dp=76.06&exp_ts=1492706594865&exp_curr=USD&exp_pg=HSR
